ingredient_name	occurrence_count	chebi_id	cas_rn	kg_microbe_node_id	mim_id	culturemech_term_id	mapping_status	synonyms	example_media
Na-ampicillin	5	CHEBI:34535	69-52-3		CHEBI:34535	CHEBI:34535	MAPPED	Ampicillin sodium|Austrapen|D(-)-alpha-aminobenzylpenicillin sodium salt|ampicillin natrium|ampicillin sodium|monosodium D-(-)-6-(2-amino-2-phenylacetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylate|sodium (2S,5R,6R)-6-{[(2R)-2-amino-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate|sodium 6beta-[(2R)-2-amino-2-phenylacetamido]-2,2-dimethylpenam-3alpha-carboxylate|sodium D-(-)-alpha-aminobenzylpenicillin|sodium ampicillin	CultureMech:003855; CultureMech:004001; CultureMech:001034
Demineralized water	5	CHEBI:15377	7732-18-5	CHEBI:15377	CHEBI:15377	CHEBI:15377	MAPPED	BOUND WATER|Demineralized water|Double distilled water|H(2)O|H2O|HOH|Sterile dH2O|Tap water|WATER|Wasser|[OH2]|acqua|agua|aqua|dH2O|dihydridooxygen|dihydrogen oxide|eau|hydrogen hydroxide|oxidane|sterile dH2O|water	CultureMech:003928; CultureMech:001238; CultureMech:000634
TAPS sodium salt	5		91000-53-2		cas:91000-53-2		MAPPED	TAPS|sodium salt	CultureMech:003954; CultureMech:000656; CultureMech:015645
Proteose peptone no. 2	5		91079-38-8		MICRO:0000180		MAPPED	Bacto Proteose Peptone No. 3 (Difco)|Bacto Proteose Peptone No.3 (Difco)|Peptic digest of animal tissue|Proteose Peptone (Difco no. 3)|Proteose Peptone No. 3|Proteose Peptone(BD 211684)|Proteose peptone (BD Difco)|Proteose peptone (BD--Difco)|Proteose peptone (BD-Difco)|Proteose peptone (Difco)|Proteose peptone No 2 (DIFCO 0121-01-3)|Proteose peptone No. 3 (BD--Difco)|Proteose peptone No. 3 (BD-Difco)|Proteose peptone no. 2|Proteose peptone no. 3|Proteose peptone no.3 (Difco)	CultureMech:004003; CultureMech:005218; CultureMech:001513
Corn meal	5			FOODON:03310257	FOODON:03310257		MAPPED	cornmeal	CultureMech:004218; CultureMech:001283; CultureMech:004215
Morpholinopropane sulfonic acid	5	CHEBI:44115	1132-61-2	CHEBI:44115	CHEBI:44115	CHEBI:44115	MAPPED	3-morpholin-4-ylpropane-1-sulfonic acid|3-morpholinopropanesulfonic acid|3[N-MORPHOLINO]PROPANE SULFONIC ACID|MOPS (3-(N-morpholino) propane-sulfonic acid)|MOPS buffer|Morpholinopropane sulfonic acid	CultureMech:004659; CultureMech:009292; CultureMech:001354
L-Asparagin	5	CHEBI:17196	70-47-3	CHEBI:17196	CHEBI:17196	CHEBI:17196	MAPPED	(2S)-2,4-diamino-4-oxobutanoic acid|(2S)-2-amino-3-carbamoylpropanoic acid|(S)-2-amino-3-carbamoylpropanoic acid|(S)-Asparagine|2-Aminosuccinamic acid|ASPARAGINE|Aspartamic acid|L-2-aminosuccinamic acid|L-Asparagin|L-aspartic acid beta-amide|alpha-aminosuccinamic acid	CultureMech:005071; CultureMech:001454; CultureMech:005069
Potato flour	5				FOODON:03302378	FOODON:03307543	MAPPED		CultureMech:005071; CultureMech:001454; CultureMech:003059
Na2-glutamate	5	CHEBI:64220	142-47-2	CHEBI:64220	CHEBI:64220	CHEBI:64220	MAPPED	Monosodium glutamate|Na2-glutamate|Sodium glutamate|monosodium glutamate|sodium 2-ammoniopentanedioate|sodium 2-azaniumylpentanedioate	CultureMech:005093; CultureMech:006371; CultureMech:008910
(-)-Quinic acid	5						UNMAPPED		CultureMech:005116; CultureMech:006751; CultureMech:001484
Na-formiate	5	CHEBI:62965	141-53-7	CHEBI:62965	CHEBI:62965	CHEBI:62965	MAPPED	FORMIC ACID, NA SALT|Formic acid, sodium salt (1:1)|Na-formiate|Sodium Formate|Sodium methanoate|formic acid, sodium salt|sodium formate|sodium formiate	CultureMech:005240; CultureMech:001522; CultureMech:005239
DL-Malate	5	CHEBI:15595	6915-15-7	CHEBI:6650	CHEBI:6650	CHEBI:15595	MAPPED	2-Hydroxybutanedioic acid|2-Hydroxyethane-1,2-dicarboxylic acid|2-Hydroxysuccinic acid|7,10-dihydroxy-2-(2-methoxypropan-2-yl)-8-(2-methylbut-3-en-2-yl)-6H-furo[3,2-c]xanthen-6-one|Aepfelsaeure|D,L-Malic Acid|DL-Malate|E296|H2mal|Malic acid|alpha-hydroxysuccinic acid|apple acid|garciniaxanthone F|hydroxybutanedioic acid|hydroxysuccinic acid|malic acid	CultureMech:005254; CultureMech:005288; CultureMech:001550
Na-malate	5	CHEBI:91260	138-09-0	CHEBI:91261	CHEBI:91261	CHEBI:91260	MAPPED	(S)-disodium malate|DL-Na-malate|DL-Sodium malate|Disodium L-malate|Na malate|Na-DL-malate|Na-L-malate|Na-malate|Na2-DL-malate|Sodium DL-malate|Sodium L-malate|Sodium Malate And|disodium (-)-malate|disodium (2S)-2-hydroxybutanedioate|disodium (S)-malate|l-Apfelsaure als natrium salz|l-Malic acid, sodium salt	CultureMech:005279; CultureMech:005964; CultureMech:001540
L-Rhamnose	5	CHEBI:62345	222-793-4		CHEBI:62345	CHEBI:62345	MAPPED	L-rhamnoses	CultureMech:005620; CultureMech:001620; CultureMech:002468
D-Galactose	5	CHEBI:12936	59-23-4	CHEBI:12936	CHEBI:12936	CHEBI:12936	MAPPED	D-Gal|D-galacto-hexose	CultureMech:006066; CultureMech:007175; CultureMech:007161
Enzymatic digest of casein	5				FOODON:03315719		MAPPED	Acid-hydrolyzed casein|Casein Enzymic Hydrolysate|Casein enzymic hydrolysate|Casein hydrolysate|Casein hydrolysate (NZ Case TT, Quest International)|Casein peptone, tryptic digest|Casein peptone, tryptic digested|Caseine peptone|Enzymatic digest of casein|Pancreatic Digest of Casein|Pancreatic Digest of Casein (Hardy C6530)|Peptone from casein|casein hydrolysate|casein hydrolyzate acid|mammalian milk protein (hydrolyzed)	CultureMech:006235; CultureMech:006369; CultureMech:001795
Na2MoSO4 x 2 H2O	5	CHEBI:75213	10102-40-6	CHEBI:75213	CHEBI:75213	CHEBI:75213	MAPPED	Disodium molybdate dihydrate|Molybdic acid, disodium salt, dihydrate|Na2 MoO4 x 2 H2O|Na2Mo4 x 2 H2O|Na2MoO4*2 H2O|Na2MoO4*2H2O|Na2MoO4-2H2O|Na2MoO4.2H2O|Na2MoO7 x 2 H2O|Na2MoO7O4 x 2 H2O|Na2MoSO4|Na2MoSO4 x 2 H2O|NaMoO4|NaMoO4 x 2 H2O|Sodium Molybdate Dihydrate|Sodium molybdate(VI) dihydrate|sodium dioxido(dioxo)molybdenum--water (1/2)|sodium molybdate dihydrate|sodium orthomolybdate dihydrate	CultureMech:006396; CultureMech:006397; CultureMech:001879
Sulphur	5	CHEBI:17909	12597-03-4		CHEBI:17909	CHEBI:17909	MAPPED	Sulfur|Sulfur, precipitated|polysulfur|sulfur, homopolymer	CultureMech:006524; CultureMech:006854; CultureMech:009227
Na-caproate	5	CHEBI:114126	10051-44-2	CHEBI:114126	CHEBI:114126	CHEBI:114126	MAPPED	Hexanoic acid, sodium salt|Sodium caproate|Sodium capronate|Sodium n-caproate|sodium hexanoate	CultureMech:006713; CultureMech:005017; CultureMech:002034
MES buffer	5				UNMAPPED_0440		UNMAPPED		CultureMech:006825; CultureMech:008317; CultureMech:008731
Casamino acids, vitamin assay (BD-Difco)	5						UNMAPPED		CultureMech:007595; CultureMech:009242; CultureMech:009682
NiSO4・6H2O	5	CHEBI:53001	10101-97-0		CHEBI:53001	CHEBI:53001	MAPPED	NiSO4 . 6H2O|NiSO4 x 6 H2O|NiSO4·6H2O|NiSO4・6H2O|NiSO4・7H2O|nickel sulfate|nickel(2+) sulfate	CultureMech:007598; CultureMech:008108; CultureMech:010032
SrSO4	5						UNMAPPED		CultureMech:007611; CultureMech:002214; CultureMech:002217
Agar (if necessary)	5						UNMAPPED		CultureMech:007620; CultureMech:008432; CultureMech:009596
Yeast extract (BD--Difco)	5		8013-01-2		FOODON:03315426		MAPPED	Bacto Yeast  Extract (Difco)|Bacto Yeast Extract (Difco)|Bacto yeast extract|Bacto-yeast extract|Difco Bacto-yeast extract|Dried yeast extract S (Wako)|Fresh Baker's Yeast Extract|Liquid yeast extract (Flow)|Yeast Extract (BD 211928)|Yeast Extract (BD 212750)|Yeast Extract (BD, 212750)|Yeast Extract (Hardy C7340)|Yeast Extract(Difco)|Yeast extract (BBL)|Yeast extract (BD Bacto)|Yeast extract (BD--Difco)|Yeast extract (BD-BBL)|Yeast extract (BD-Difco)|Yeast extract (Difco or Oxoid)|Yeast extract (Difco)|Yeast extract (OXOID)|Yeast extract (Oxoid LP0021, BD 212750)|Yeast extract (Oxoid)|Yeast extract(Bacto, Difco)|Yeast extract(CAS: 8013-01-2)|Yeast extract(Oxoid)|yeast extract (BD Difco)|yeast extract (BD-Difco)|yeast extract (Difco)|yeast extract (Nacalai Tesque, Kyoto, Japan)	CultureMech:007685; CultureMech:007738; CultureMech:007709
Heart infusion broth (BD-Difco)	5						UNMAPPED		CultureMech:007697; CultureMech:007897; CultureMech:007908
air	5						UNMAPPED		CultureMech:007770; CultureMech:009321; CultureMech:009322
GAM broth (Nissui)	5						UNMAPPED		CultureMech:007862; CultureMech:009984; CultureMech:010124
R2A agar (BD-Difco)	5						UNMAPPED		CultureMech:007863; CultureMech:010079; CultureMech:010253
AlK(SO4)2・12H2O	5	CHEBI:86465	7784-24-9		CHEBI:86465	CHEBI:86465	MAPPED	AlK(SO4)2 . 12H2O|AlK(SO4)2 12H2O|AlK(SO4)2 x 12H2O|AlK(SO4)2.12H2O|AlK(SO4)2·12H2O|AlK(SO4)2・12H2O|Aluminum potassium disulfate dodecahydrate|Aluminum potassium sulfate dodecahydrate|KAl(SO4)2 . 12H2O|KAl(SO4)2 x 12 H2O|KAl(SO4)2·12H2O|KAl(SO4)2・12H2O|Kalinite|Potash alum dodecahydrate|Potassium alum dodecahydrate|Potassium aluminum disulfate dodecahydrate|aluminium potassium sulfate--water (1/12)|potassium aluminium sulfate dodecahydrate	CultureMech:007880; CultureMech:009871; CultureMech:009904
CaCl2・H2O	5	CHEBI:3312	10043-52-4	CHEBI:3312	CHEBI:3312	CHEBI:3312	MAPPED	CaCl2 × 2 H2O|CaCl2*2H2O|CaCl22H2O|calcium dichloride	CultureMech:007882; CultureMech:007883; CultureMech:007885
N-Z-Amine A	5						UNMAPPED		CultureMech:007997; CultureMech:008097; CultureMech:008031
Concentrated HCl	5						UNMAPPED		CultureMech:008511; CultureMech:008780; CultureMech:009259
Thiamine-HCl·H2O (Vitamin B1)	5						UNMAPPED		CultureMech:008761; CultureMech:008709; CultureMech:008710
Trypticase (BBL)	5						UNMAPPED		CultureMech:008769; CultureMech:009179; CultureMech:009195
Pyridoxamine-HCl	5	CHEBI:131531	5103-96-8		CHEBI:131531	CHEBI:131531	MAPPED	4-(Aminomethyl)-5-hydroxy-6-methyl-3-pyridinemethanol hydrochloride|4-(aminomethyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol hydrochloride|Pyridoxamine HCl|Pyridoxamine-HCl|Pyridoxamine·HCl|[3-hydroxy-5-(hydroxymethyl)-2-methylpyridin-4-yl]methanaminium chloride|pyridoxamine monohydrochloride	CultureMech:008778; CultureMech:009022; CultureMech:009050
CaCl2 (anhydrous)	5						UNMAPPED		CultureMech:008816; CultureMech:009627; CultureMech:009605
KAl(SO4)2・12H2O	5	CHEBI:86465	7784-24-9		CHEBI:86465	CHEBI:86465	MAPPED	AlK(SO4)2 . 12H2O|AlK(SO4)2 12H2O|AlK(SO4)2 x 12H2O|AlK(SO4)2.12H2O|AlK(SO4)2·12H2O|AlK(SO4)2・12H2O|Aluminum potassium disulfate dodecahydrate|Aluminum potassium sulfate dodecahydrate|KAl(SO4)2 . 12H2O|KAl(SO4)2 x 12 H2O|KAl(SO4)2·12H2O|KAl(SO4)2・12H2O|Kalinite|Potash alum dodecahydrate|Potassium alum dodecahydrate|Potassium aluminum disulfate dodecahydrate|aluminium potassium sulfate--water (1/12)|potassium aluminium sulfate dodecahydrate	CultureMech:008838; CultureMech:009860; CultureMech:010032
CoCl2 · 6H2O	5	CHEBI:35696	7646-79-9	CHEBI:35696	CHEBI:35696	CHEBI:35696	MAPPED	CoCl2 . 6H2O|CoCl2 x 2 H2O|CoCl2 x 4 H2O|CoCl2 x 6H2O|CoCl2 · 6H2O|CoCl2 × 6H2O|CoCl2 ∙ 6 H2O|CoCl2·6H2O|CoCl2∙6H2O|CoCl2⋅6H2O|CoCl2・6H2O|cobalt dichloride|cobalt(2+) chloride|cobalt(II) chloride	CultureMech:008962; CultureMech:009364; CultureMech:008952
Potato, peeled and cut	5						UNMAPPED		CultureMech:008982; CultureMech:009858; CultureMech:009866
Tryptone (BD Bacto)	5		84843-69-6		MICRO:0000182		MAPPED	Bacto Tryptone|Bacto Tryptone (DIfco)|Bacto Tryptone (Difco)|Bacto tryptone|Difco Bacto- Tryptone|Pancreatic digest of casein|Proteose tryptone (DIFCO 0123-01)|Tryptone (BD 211705)|Tryptone (BD BACTO)|Tryptone (BD BBL)|Tryptone (BD Bacto)|Tryptone (BD--Difco)|Tryptone (BD-Difco)|Tryptone (Bacto Trypton 211705)|Tryptone (Difco 0123)|Tryptone (Difco)|Tryptone (Diffico)|Tryptone (Sigma T 9410)|Tryptone (VWR, J859-500G)|Tryptone(CAS: 91079-40-2)|Tryptone(Sigma T 9410)|Tryptone(Sigma T 9410))|tryptone (BD-Difco)|tryptone [Difco]	CultureMech:009035; CultureMech:009108; CultureMech:009224
L--Cystine	5						UNMAPPED		CultureMech:009099; CultureMech:009476; CultureMech:009848
vitamin K3	5	CHEBI:28869	58-27-5		CHEBI:28869	CHEBI:28869	MAPPED	2-Methyl-1,4-naphthochinon|2-methyl-1,4-naphthalenedione|2-methyl-1,4-naphthoquinone|2-methylnaphthalene-1,4-dione|2-methylnaphthoquinone|3-methyl-1,4-naphthoquinone|Aquakay|Aquinone|Hemodal|Kappaxin|Vitamin K3|menadion|menaphthon|menaphthone|menaquinone 0	CultureMech:009105; CultureMech:009107; CultureMech:009581
Yeast Extract (BD 212750)	5		8013-01-2		FOODON:03315426		MAPPED	Bacto Yeast  Extract (Difco)|Bacto Yeast Extract (Difco)|Bacto yeast extract|Bacto-yeast extract|Difco Bacto-yeast extract|Dried yeast extract S (Wako)|Fresh Baker's Yeast Extract|Liquid yeast extract (Flow)|Yeast Extract (BD 211928)|Yeast Extract (BD 212750)|Yeast Extract (BD, 212750)|Yeast Extract (Hardy C7340)|Yeast Extract(Difco)|Yeast extract (BBL)|Yeast extract (BD Bacto)|Yeast extract (BD--Difco)|Yeast extract (BD-BBL)|Yeast extract (BD-Difco)|Yeast extract (Difco or Oxoid)|Yeast extract (Difco)|Yeast extract (OXOID)|Yeast extract (Oxoid LP0021, BD 212750)|Yeast extract (Oxoid)|Yeast extract(Bacto, Difco)|Yeast extract(CAS: 8013-01-2)|Yeast extract(Oxoid)|yeast extract (BD Difco)|yeast extract (BD-Difco)|yeast extract (Difco)|yeast extract (Nacalai Tesque, Kyoto, Japan)	CultureMech:009123; CultureMech:009627; CultureMech:009220
95% Ethanol	5						UNMAPPED		CultureMech:009145; CultureMech:009143; CultureMech:009185
CaCl2 x 2H2O	5	CHEBI:86158	10035-04-8	CHEBI:86158	CHEBI:86158	CHEBI:86158	MAPPED	CaCl 2 X 2 H2O|CaCl2  x 2 H2O|CaCl2 . 2H2O|CaCl2 x  2 H2O|CaCl2 x 2 H2O (0.1% w/v)|CaCl2 x 2 H2O (50 g/l stock solution)|CaCl2 x 2 H2O (5M)|CaCl2 x 2 H2O solution (7%)|CaCl2 x 2H2O|CaCl2 x2H2O|CaCl2 · 2H2O|CaCl2. 2H2O|CaCl2.2H2O|CaCl2x 2H2O|CaCl2x2H2O|CaCl2·2H2O|CaCl2•2H2O|CaCl2•2H2O (Sigma C-3881)|CaCl2•2H2O(CAS: 10035-04-8)|CaCl2•2H2O(Sigma C-3881)|Calcium chloride dihydrate|calcium chloride dihydrate|calcium chloride--water (1/2)	CultureMech:009165; CultureMech:009263; CultureMech:009266
2 M H2SO4	5						UNMAPPED		CultureMech:009176; CultureMech:009544; CultureMech:009590
10 N H2SO4	5						UNMAPPED		CultureMech:009235; CultureMech:009285; CultureMech:009758
methanol	5	CHEBI:17790	67-56-1	CHEBI:17790	CHEBI:17790	CHEBI:17790	MAPPED	(alternative)|CH3OH|MeOH|Methyl alcohol|Methylalkohol|carbinol|spirit of wood|wood alcohol|wood naphtha|wood spirit	CultureMech:009527; CultureMech:009200; CultureMech:009174
Distilled deionized water	5						UNMAPPED		CultureMech:009627; CultureMech:009249; CultureMech:008815
crotonic acid	5	CHEBI:41131	107-93-7	CHEBI:41131	CHEBI:41131	CHEBI:41131	MAPPED	(2E)-2-butenoic acid|(2E)-but-2-enoic acid|(E)-2-Butenoic acid|(E)-Crotonic acid|(E)-but-2-enoic acid|trans-2-Butenoic acid|trans-Crotonic Acid	CultureMech:009687; CultureMech:009726; CultureMech:009953
hemin	5	CHEBI:50385	16009-13-5	CHEBI:50385	CHEBI:50385	CHEBI:50385	MAPPED	Hemin|Hemin chloride|Hemine|Panhematin|chlorido(protoporphyrinato)iron(III)|chloro(protoporphyrinato)iron(III)|chloro[3,7,12,17-tetramethyl-8,13-divinylporphyrin-2,18-dipropanoato(2-)]iron(III)|chlorohemin|chloroprotoferrihem|ferriprotoporphyrin IX chloride|hemin|hemin IX|protohemin|protohemin IX	CultureMech:009859; CultureMech:010026; CultureMech:009499
HCl (25%, v/v)	5						UNMAPPED		CultureMech:009908; CultureMech:009913; CultureMech:009927
NaHCO3 (10%, w/v)	5						UNMAPPED		CultureMech:009959; CultureMech:009960; CultureMech:010065
NaVO3	5	CHEBI:75221	13718-26-8	CHEBI:75221	CHEBI:75221	CHEBI:75221	MAPPED	Sodium trioxovanadate|Vanadic acid, monosodium salt|sodium metavanadate|sodium oxido(dioxo)vanadium	CultureMech:002364; CultureMech:007799; CultureMech:009678
Fe-citrate	5						UNMAPPED		CultureMech:008317; CultureMech:008731; CultureMech:008655
Na2WO4.2H2O	5	CHEBI:63939	10213-10-2		CHEBI:63939	CHEBI:63939	MAPPED	Na-tungstate x 2 H2O|Na2WO2 x 2 H2O|Na2WO4 . 2H2O|Na2WO4 x 2 H2O (0.1% w/v)|Na2WO4 × 2H2O|Na2WO4*2H2O|Na2WO4.2H2O|Na2WO4·2H2O|Na2WO4・2H2O|NaWO4·2H2O|Sodium tungstate dihydrate|Tungstic acid, sodium salt, dihydrate|sodium dioxido(dioxo)tungsten--water (1/2)|sodium orthotungstate dihydrate|sodium tungstate dihydrate|sodium tungstate(VI) dihydrate	CultureMech:008779; CultureMech:009613; CultureMech:009420
NAD	5						UNMAPPED		CultureMech:009431; CultureMech:009460; CultureMech:008783
Defibrinated horse blood	5					UBERON:0000178	TERM_ID_NO_MIM		CultureMech:008201; CultureMech:002579; CultureMech:002640
2,4-Dihydroxybenzoic acid	5						UNMAPPED		CultureMech:001624; CultureMech:005627; CultureMech:005628
DL-6,8-thioctic acid	5	CHEBI:16494	1077-28-7	CHEBI:16494	CHEBI:16494	CHEBI:16494	MAPPED	1,2-dithiolane-3-pentanoic acid|1,2-dithiolane-3-valeric acid|5-(1,2-dithiolan-3-yl)pentanoic acid|5-(1,2-dithiolan-3-yl)valeric acid|5-(dithiolan-3-yl)valeric acid|5-[3-(1,2-dithiolanyl)]pentanoic acid|6,8-thioctic acid|6,8-thiotic acid|6-thioctic acid|6-thiotic acid|Acetate-replacing factor|Biletan|DL-6,8-thioctic acid|DL-alpha-lipoic acid|Lipoate|Lipoic acid|Thioctansaeure|Thioctsaeure|Thioktsaeure|alpha-Liponsaeure|alpha-lipoic acid|lipoic acid|liponic acid	CultureMech:001165; CultureMech:001278; CultureMech:000725
Dipotassium hydrogen phosphate	5	CHEBI:131527	7758-11-4	CHEBI:131527	CHEBI:131527	CHEBI:131527	MAPPED	K2HPO4 x 3H2O|K2HPO4 · 3 H2O|K2HPO4.3H2O|K2HPO4x 3 H2O|K2HPO4·3H2O|K2HPO4・3H2O|dipotassium hydrogen phosphate	CultureMech:009412; CultureMech:008788; CultureMech:009444
Cl-	5						UNMAPPED		CultureMech:007064; CultureMech:007065; CultureMech:007283
Fumaric acid	5	CHEBI:18012	110-17-8	CHEBI:18012	CHEBI:18012	CHEBI:18012	MAPPED	(2E)-2-butenedioic acid|(2E)-but-2-enedioic acid|(E)-2-butenedioic acid|(disodium salt)|E297|Fumarsaeure|trans-1,2-ethylenedicarboxylic acid|trans-Butenedioic acid|trans-but-2-enedioic acid|trans-ethene-1,2-dioic acid	CultureMech:004169; CultureMech:002430; CultureMech:000962
Sulfur powder	5	CHEBI:33403	7783-06-4		CHEBI:33403	CHEBI:33403	MAPPED	Elemental sulphur|Sulfur powder|elemental sulfur	CultureMech:009602; CultureMech:000946; CultureMech:000945
Ca-folinate	5	CHEBI:31340	1492-18-8		CHEBI:31340	CHEBI:31340	MAPPED	Calcium folinate|Leucovorin calcium	CultureMech:006647; CultureMech:001999; CultureMech:006646
Olive oil	5						UNMAPPED		CultureMech:002549; CultureMech:008353; CultureMech:001249
Hemicalcium D-(+)-pantothenate	5						UNMAPPED		CultureMech:001187; CultureMech:001278; CultureMech:000725
NaHCO3 (10% (w/v))	5						UNMAPPED		CultureMech:008399; CultureMech:008405; CultureMech:008447
D-Arabinose	5	CHEBI:17108	10323-20-3		CHEBI:17108	CHEBI:17108	MAPPED	D-Ara|D-arabino-pentose	CultureMech:000962; CultureMech:015740; CultureMech:015741
Na2MoO7O4 x 2 H2O	5	CHEBI:75213	10102-40-6	CHEBI:75213	CHEBI:75213		MAPPED	Disodium molybdate dihydrate|Molybdic acid, disodium salt, dihydrate|Na2 MoO4 x 2 H2O|Na2Mo4 x 2 H2O|Na2MoO4*2 H2O|Na2MoO4*2H2O|Na2MoO4-2H2O|Na2MoO4.2H2O|Na2MoO7 x 2 H2O|Na2MoO7O4 x 2 H2O|Na2MoSO4|Na2MoSO4 x 2 H2O|NaMoO4|NaMoO4 x 2 H2O|Sodium Molybdate Dihydrate|Sodium molybdate(VI) dihydrate|sodium dioxido(dioxo)molybdenum--water (1/2)|sodium molybdate dihydrate|sodium orthomolybdate dihydrate	CultureMech:001133; CultureMech:001037; CultureMech:001117
Na-Nitrilotriacetat	5				UNMAPPED_0460		UNMAPPED		CultureMech:001133; CultureMech:001037; CultureMech:001117
Ferric chloride	5	CHEBI:30808	7705-08-0	CHEBI:30808	CHEBI:30808	CHEBI:30808	MAPPED	FeCl3·4H2O|iron trichloride|iron(3+) chloride|iron(III) chloride	CultureMech:015587; CultureMech:015588; CultureMech:015599
ZnCl .6H O	4	CHEBI:49976	7646-85-7	CHEBI:49976	CHEBI:49976	CHEBI:49976	MAPPED	Zinc Chloride|Zinkchlorid|ZnCl|ZnCl 2|butter of zinc|chlorure de zinc|dichlorozinc|zinc dichloride|zinc(2+) chloride|zinc(II) chloride	CultureMech:000057; CultureMech:000056; CultureMech:000081
Co(NO ) .6H O	4	CHEBI:78038				CHEBI:78038	CHEBI_NO_MIM		CultureMech:000053; CultureMech:000054; CultureMech:000135
Bacto agar	4						UNMAPPED		CultureMech:000069; CultureMech:008887; CultureMech:009406
Bring	4						UNMAPPED		CultureMech:000097; CultureMech:000098; CultureMech:000118
Niacinamide	4	CHEBI:17154	98-92-0	CHEBI:17154	CHEBI:17154	CHEBI:17154	MAPPED	3-carbamoylpyridine|3-pyridinecarboxamide|Niacinamide|Nicotinamid|Nicotine amide|Nicotinic acid amide|Nicotinsaeureamid|Nikotinamid|Nikotinsaeureamid|Vitamin PP|beta-pyridinecarboxamide|m-(aminocarbonyl)pyridine|niamide|nicotinamida|nicotinamidum|nicotine acid amide|nicotinic amide|nicotylamide|pyridine-3-carboxamide|pyridine-3-carboxylic acid amide	CultureMech:000143; CultureMech:005968; CultureMech:001673
8% NaHCO3 solution	4						UNMAPPED		CultureMech:015863; CultureMech:015850; CultureMech:015859
Lactose monohydrate	4	CHEBI:17716	63-42-3		CHEBI:17716	CHEBI:17716	MAPPED	(+)-lactose|1-beta-D-Galactopyranosyl-4-D-glucopyranose|4-(beta-D-galactosido)-D-glucose|4-O-beta-D-galactopyranosyl-D-glucose|4-O-beta-D-galactopyranosyl-beta-D-glucopyranose|D-lactose|D-lactose (lactose)|Galb1-4Glcb|Galbeta1-4Glc|Galbeta1-4Glcbeta|Lac|Laktobiose|Laktose|Milchzucker|beta lactose|beta-D-Gal-(1->4)-D-Glc|beta-D-Galp-(1->4)-D-Glcp|beta-D-Galp-(1->4)-beta-D-Glcp|beta-D-galactopyranosyl-(1->4)-D-glucopyranose	CultureMech:000256; CultureMech:007470; CultureMech:007544
Bile salts	4	CHEBI:22868			CHEBI:22868	CHEBI:22868	MAPPED	bile salt	CultureMech:000256; CultureMech:007470; CultureMech:007544
Neutral red	4	CHEBI:86370				CHEBI:86370	CHEBI_NO_MIM		CultureMech:000256; CultureMech:007470; CultureMech:007544
Crystal violet	4	CHEBI:41688	548-62-9		CHEBI:41688	CHEBI:41688	MAPPED	4-{bis[4-(dimethylamino)phenyl]methylene}-N,N-dimethylcyclohexa-2,5-dien-1-iminium chloride	CultureMech:000256; CultureMech:007470; CultureMech:007544
Isopropyl alcohol	4	CHEBI:17824	67-63-0		CHEBI:17824	CHEBI:17824	MAPPED	1-methylethanol|1-methylethyl alcohol|2-Propanol|2-hydroxypropane|Isopropanol|Isopropylalkohol|Propan-2-ol|i-Propylalkohol|i-propanol|propan-2-ol|sec-propanol	CultureMech:000263; CultureMech:005106; CultureMech:005105
Carrot	4				NCIT:C72000		MAPPED		CultureMech:002908; CultureMech:002897; CultureMech:001233
Gellan gum (if needed)	4						UNMAPPED		CultureMech:008724; CultureMech:008512; CultureMech:009562
Bacto tryptone	4				MICRO:0000182		MAPPED	Bacto Tryptone|tryptone	CultureMech:008583; CultureMech:009506; CultureMech:009507
CaCl2·6H2O	4	CHEBI:91243	10043-52-4	CHEBI:91243	CHEBI:91243	CHEBI:91243	MAPPED	CaCl2.6H2O|CaCl2x6H2O|CaCl2·6H2O|CaCl2・6 H2O|calcium chloride hexahydrate|calcium chloride--water (1/6)	CultureMech:008437; CultureMech:008320; CultureMech:008318
Elemental sulphur	4	CHEBI:33403	7783-06-4		CHEBI:33403	CHEBI:33403	MAPPED	Elemental sulphur|Sulfur powder|elemental sulfur	CultureMech:002172; CultureMech:003856; CultureMech:006962
0.5 M Potassium phosphate buffer (pH 7.0)	4						UNMAPPED		CultureMech:015865; CultureMech:015866; CultureMech:010386
Trisodium citrate·2H2O	4	CHEBI:53258	6132-04-3	CHEBI:53258	CHEBI:53258	CHEBI:53258	MAPPED	Trisodium citrate·2H2O|Trisodium citrate·3H2O|Trisodium citrate・2H2O|sodium citrate|trisodium 2-hydroxypropane-1,2,3-tricarboxylate	CultureMech:015876; CultureMech:008143; CultureMech:008624
